movement_id,product_id,movement_type,quantity,movement_date
M000716,P031,OUT,22,2025-08-04
M000717,P088,OUT,102,2025-06-21
M000718,P063,IN,134,2025-07-14
M000719,P037,IN,91,2025-04-15
M000720,P049,IN,112,2025-09-06
M000721,P066,OUT,158,2025-12-26
M000722,P040,IN,14,2025-05-27
M000723,P093,IN,129,2025-04-08
M000724,P077,IN,11,2025-03-26
M000725,P100,IN,97,2025-12-11
M000726,P036,OUT,30,2025-10-27
M000727,P080,OUT,175,2025-08-28
M000728,P083,OUT,9,2025-07-09
M000729,P084,IN,20,2025-07-15
M000730,P084,OUT,90,2025-10-05
M000731,P078,OUT,132,2025-07-31
M000732,P054,OUT,126,2025-07-22
M000733,P010,IN,55,2025-05-31
M000734,P032,IN,37,2025-11-24
M000735,P035,IN,54,2025-11-13
M000736,P059,OUT,118,2025-04-20
M000737,P053,OUT,54,2025-04-10
M000738,P088,OUT,169,2025-06-03
M000739,P076,IN,61,2025-10-28
M000740,P035,OUT,184,2026-01-13
M000741,P068,OUT,200,2026-01-17
M000742,P027,OUT,177,2025-10-10
M000743,P093,IN,138,2025-05-11
M000744,P033,OUT,96,2025-11-21
M000745,P006,IN,14,2025-05-22
M000746,P007,OUT,168,2025-11-28
M000747,P055,IN,54,2026-02-03
M000748,P026,IN,121,2025-06-09
M000749,P099,IN,161,2025-04-03
M000750,P016,IN,193,2025-08-27
M000751,P013,OUT,160,2025-09-27
M000752,P031,OUT,70,2025-08-22
M000753,P007,OUT,195,2025-03-29
M000754,P002,OUT,95,2025-07-24
M000755,P084,OUT,153,2025-04-03
M000756,P068,IN,70,2025-05-19
M000757,P011,OUT,173,2025-12-03
M000758,P052,IN,151,2026-02-01
M000759,P052,OUT,89,2025-03-25
M000760,P028,OUT,148,2025-09-26
M000761,P056,OUT,26,2026-01-29
M000762,P046,IN,164,2025-12-19
M000763,P015,IN,54,2025-05-11
M000764,P035,IN,42,2025-11-08
M000765,P066,IN,98,2026-01-20
M000766,P060,OUT,107,2025-04-16
M000767,P049,OUT,36,2025-07-03
M000768,P092,OUT,28,2025-12-17
M000769,P082,IN,8,2025-06-25
M000770,P080,IN,170,2025-03-12
M000771,P027,OUT,22,2025-09-26
M000772,P050,OUT,168,2025-06-24
M000773,P020,OUT,51,2025-06-30
M000774,P070,IN,97,2025-07-14
M000775,P007,OUT,127,2025-12-17
M000776,P061,IN,50,2025-04-12
M000777,P079,IN,103,2025-08-21
M000778,P044,IN,157,2025-05-10
M000779,P034,IN,184,2026-01-01
M000780,P084,IN,72,2025-04-10
M000781,P018,OUT,35,2026-02-23
M000782,P053,IN,7,2025-08-17
M000783,P061,OUT,50,2025-06-26
M000784,P002,OUT,1,2025-09-11
M000785,P014,OUT,74,2025-08-11
M000786,P054,IN,119,2026-02-07
M000787,P092,OUT,194,2025-09-17
M000788,P043,IN,190,2026-01-18
M000789,P049,OUT,156,2025-03-17
M000790,P043,IN,5,2026-02-01
M000791,P076,OUT,142,2025-06-29
M000792,P069,IN,36,2026-02-05
M000793,P018,OUT,60,2025-06-17
M000794,P050,IN,106,2025-04-28
M000795,P019,IN,109,2025-07-20
M000796,P019,IN,94,2025-09-24
M000797,P100,OUT,173,2025-08-05
M000798,P073,IN,151,2025-07-19
M000799,P090,OUT,105,2026-01-30
M000800,P046,IN,149,2025-03-23
M000801,P010,OUT,1,2025-07-06
M000802,P035,IN,173,2025-07-26
M000803,P046,IN,193,2025-09-20
M000804,P014,IN,32,2025-04-02
M000805,P005,OUT,21,2025-04-29
M000806,P071,IN,117,2025-08-15
M000807,P021,IN,90,2025-10-05
M000808,P067,OUT,37,2025-06-20
M000809,P009,OUT,8,2025-08-22
M000810,P046,IN,121,2025-09-08
M000811,P033,OUT,164,2025-08-11
M000812,P071,IN,110,2026-01-12
M000813,P055,OUT,174,2025-03-18
M000814,P091,OUT,164,2025-08-19
M000815,P100,IN,67,2026-02-02
M000816,P073,OUT,84,2025-11-16
M000817,P001,IN,150,2025-05-17
M000818,P100,IN,50,2025-08-20
M000819,P003,OUT,88,2025-06-13
M000820,P049,IN,141,2025-12-04
M000821,P045,IN,140,2025-06-23
M000822,P050,IN,34,2025-07-18
M000823,P027,IN,39,2026-03-09
M000824,P089,OUT,132,2025-07-28
M000825,P048,IN,132,2025-11-08
M000826,P087,IN,30,2025-12-15
M000827,P010,OUT,25,2025-04-21
M000828,P088,OUT,117,2025-04-06
M000829,P075,OUT,94,2025-04-17
M000830,P063,IN,29,2025-04-09
M000831,P088,OUT,60,2026-01-27
M000832,P042,IN,50,2025-09-26
M000833,P098,OUT,136,2025-08-31
M000834,P005,OUT,78,2026-01-03
M000835,P026,IN,62,2025-08-07
M000836,P002,IN,136,2025-08-28
M000837,P049,OUT,4,2025-12-07
M000838,P052,OUT,180,2025-10-23
M000839,P093,OUT,39,2025-04-10
M000840,P051,IN,54,2025-08-13
M000841,P096,OUT,193,2026-03-01
M000842,P018,OUT,73,2025-11-17
M000843,P024,OUT,97,2025-09-28
M000844,P018,OUT,131,2025-12-29
M000845,P080,IN,200,2026-01-05
M000846,P091,IN,68,2026-01-08
M000847,P046,OUT,9,2025-04-04
M000848,P020,IN,117,2026-02-15
M000849,P048,OUT,114,2025-04-10
M000850,P042,IN,159,2025-08-04
M000851,P062,OUT,75,2026-01-03
M000852,P067,IN,81,2025-05-08
M000853,P036,OUT,174,2025-07-21
M000854,P006,IN,42,2025-09-20
M000855,P059,OUT,173,2025-09-03
M000856,P098,OUT,26,2025-07-17
M000857,P009,IN,96,2025-04-17
M000858,P055,IN,136,2025-12-08
M000859,P001,OUT,112,2025-10-13
M000860,P088,IN,190,2025-03-09
M000861,P039,OUT,167,2025-04-11
M000862,P058,IN,55,2025-10-31
M000863,P054,IN,121,2025-12-31
M000864,P064,OUT,137,2025-11-13
M000865,P042,OUT,42,2026-02-19
M000866,P066,OUT,188,2026-01-07
M000867,P074,IN,161,2025-05-25
M000868,P075,OUT,194,2025-05-27
M000869,P094,OUT,104,2025-09-24
M000870,P070,OUT,193,2025-05-30
M000871,P055,IN,100,2025-12-10
M000872,P002,IN,69,2025-10-07
M000873,P042,IN,79,2025-09-12
M000874,P023,IN,75,2026-02-03
M000875,P018,OUT,21,2025-03-23
M000876,P019,IN,125,2025-07-11
M000877,P055,IN,80,2026-01-29
M000878,P023,IN,106,2025-09-14
M000879,P051,OUT,1,2025-03-26
M000880,P002,IN,198,2025-08-01
M000881,P057,IN,180,2025-07-08
M000882,P100,IN,95,2025-04-24
M000883,P067,OUT,45,2026-02-08
M000884,P067,OUT,81,2025-06-24
M000885,P017,IN,94,2025-07-07
M000886,P042,IN,193,2025-10-26
M000887,P046,IN,47,2025-04-30
M000888,P054,OUT,58,2026-01-10
M000889,P065,OUT,152,2025-10-28
M000890,P063,IN,159,2025-06-17
M000891,P022,OUT,156,2025-04-08
M000892,P002,IN,111,2026-02-01
M000893,P081,OUT,95,2026-02-03
M000894,P068,IN,23,2025-09-15
M000895,P081,IN,109,2025-09-03
M000896,P037,IN,86,2025-04-07
M000897,P018,OUT,189,2025-10-12
M000898,P071,IN,52,2025-04-25
M000899,P053,IN,18,2025-04-14
M000900,P047,OUT,48,2025-07-17
M000901,P012,IN,67,2026-02-05
M000902,P053,OUT,85,2025-09-04
M000903,P036,OUT,73,2025-11-22
M000904,P094,OUT,35,2025-12-29
M000905,P085,OUT,65,2025-05-28
M000906,P010,OUT,12,2025-04-25
M000907,P055,IN,87,2026-01-26
M000908,P028,OUT,148,2025-06-25
M000909,P056,IN,95,2025-05-20
M000910,P004,IN,61,2025-03-24
M000911,P096,OUT,78,2025-06-16
M000912,P016,OUT,29,2025-06-20
M000913,P080,IN,31,2025-05-18
M000914,P070,IN,78,2025-11-10
M000915,P036,IN,181,2025-06-05
M000916,P007,OUT,9,2025-12-28
M000917,P067,IN,49,2025-10-14
M000918,P061,IN,195,2025-09-11
M000919,P089,OUT,133,2025-04-01
M000920,P099,OUT,199,2025-07-07
M000921,P087,IN,117,2025-08-12
M000922,P012,IN,31,2025-10-22
M000923,P008,IN,134,2025-06-27
M000924,P090,IN,54,2025-05-04
M000925,P022,OUT,109,2025-09-06
M000926,P073,OUT,100,2025-04-21
M000927,P008,OUT,175,2025-06-22
M000928,P002,OUT,75,2025-03-21
M000929,P052,IN,130,2025-12-02
M000930,P036,IN,156,2025-12-13
M000931,P039,IN,12,2025-04-18
M000932,P064,IN,18,2025-09-21
M000933,P099,IN,91,2025-03-11
M000934,P096,OUT,105,2025-05-29
M000935,P065,OUT,185,2025-08-30
M000936,P039,OUT,122,2026-02-15
M000937,P002,OUT,90,2026-01-22
M000938,P024,IN,72,2025-03-10
M000939,P016,IN,17,2025-12-02
M000940,P073,IN,73,2025-08-10
M000941,P091,OUT,167,2026-01-31
M000942,P044,OUT,100,2026-01-12
M000943,P025,OUT,69,2026-02-01
M000944,P090,OUT,63,2025-09-27
M000945,P060,IN,174,2025-07-26
M000946,P099,OUT,142,2025-12-28
M000947,P058,OUT,198,2025-06-09
M000948,P015,IN,135,2025-11-08
M000949,P088,IN,20,2025-09-13
M000950,P082,IN,121,2026-01-13
M000951,P071,OUT,70,2025-11-19
M000952,P065,IN,43,2025-09-07
M000953,P043,OUT,32,2025-06-17
M000954,P031,IN,28,2025-07-16
M000955,P050,IN,157,2025-12-01
M000956,P050,OUT,193,2026-01-11
M000957,P090,OUT,187,2025-10-07
M000958,P001,OUT,161,2025-06-16
M000959,P039,OUT,163,2025-10-29
M000960,P002,OUT,68,2025-09-11
M000961,P032,OUT,190,2025-03-12
M000962,P086,IN,180,2025-12-06
M000963,P011,IN,94,2025-04-17
M000964,P097,OUT,149,2025-07-20
M000965,P039,IN,21,2025-08-18
M000966,P062,IN,115,2025-07-21
M000967,P020,OUT,182,2026-03-03
M000968,P063,OUT,83,2025-06-29
M000969,P055,OUT,100,2026-01-19
M000970,P053,OUT,137,2025-10-31
M000971,P099,IN,176,2025-11-04
M000972,P045,IN,45,2025-07-13
M000973,P094,IN,104,2025-05-16
M000974,P029,IN,75,2025-08-10
M000975,P040,OUT,43,2026-01-05
M000976,P010,OUT,32,2025-09-19
M000977,P082,OUT,152,2025-05-21
M000978,P014,OUT,30,2025-04-29
M000979,P018,IN,192,2025-12-24
M000980,P028,OUT,184,2025-08-10
M000981,P044,IN,92,2025-04-18
M000982,P066,IN,162,2025-07-15
M000983,P003,OUT,72,2025-11-29
M000984,P007,IN,77,2025-12-22
M000985,P052,OUT,4,2025-09-10
M000986,P088,OUT,150,2025-10-15
M000987,P074,OUT,154,2025-06-12
M000988,P032,OUT,161,2025-03-12
M000989,P012,IN,60,2025-12-13
M000990,P028,OUT,170,2025-10-28
M000991,P080,IN,139,2026-03-02
M000992,P083,IN,124,2025-07-03
M000993,P020,IN,67,2025-05-26
M000994,P053,OUT,172,2025-03-15
M000995,P074,OUT,85,2025-04-05
M000996,P035,OUT,43,2026-02-09
M000997,P060,IN,91,2025-08-05
M000998,P033,IN,148,2025-07-24
M000999,P010,OUT,167,2025-09-24
M001000,P096,IN,114,2026-03-05
M001001,P003,OUT,167,2025-04-26
M001002,P021,OUT,62,2025-12-04
M001003,P030,OUT,73,2025-07-22
M001004,P055,OUT,60,2025-12-21
M001005,P064,OUT,11,2025-12-01
M001006,P066,OUT,146,2025-06-14
M001007,P059,OUT,95,2026-01-21
M001008,P017,IN,107,2026-01-10
M001009,P071,OUT,200,2025-07-30
M001010,P033,OUT,59,2025-08-01
M001011,P050,IN,40,2025-07-07
M001012,P018,IN,153,2026-02-24
M001013,P021,OUT,104,2026-02-04
M001014,P073,IN,87,2025-10-30
M001015,P059,IN,5,2025-06-27
M001016,P037,IN,103,2025-10-21
M001017,P027,OUT,54,2025-04-17
M001018,P073,OUT,181,2025-12-29
M001019,P047,OUT,18,2025-11-27
M001020,P099,IN,140,2025-08-19
M001021,P087,IN,191,2025-07-19
M001022,P022,IN,156,2025-07-04
M001023,P028,OUT,4,2025-09-20
M001024,P026,OUT,120,2025-11-03
M001025,P092,OUT,17,2025-05-13
M001026,P002,OUT,103,2026-02-09
M001027,P038,OUT,134,2026-01-18
M001028,P063,IN,88,2026-02-23
M001029,P049,OUT,148,2025-04-06
M001030,P015,IN,154,2025-04-04
M001031,P046,OUT,39,2026-01-30
M001032,P051,IN,167,2025-04-07
M001033,P023,OUT,143,2025-07-09
M001034,P031,IN,178,2025-10-20
M001035,P038,OUT,190,2025-10-23
M001036,P055,OUT,36,2025-09-16
M001037,P008,IN,121,2025-05-12
M001038,P065,IN,12,2025-04-24
M001039,P041,IN,88,2025-08-30
M001040,P078,IN,63,2025-09-30
M001041,P061,IN,175,2026-01-03
M001042,P075,OUT,70,2026-01-22
M001043,P075,IN,131,2025-08-31
M001044,P002,IN,120,2025-11-24
M001045,P100,IN,176,2025-06-21
M001046,P034,IN,188,2025-07-11
M001047,P008,IN,29,2025-12-17
M001048,P026,IN,28,2025-12-20
M001049,P029,IN,178,2025-08-25
M001050,P034,IN,186,2025-11-27
M001051,P031,OUT,177,2025-05-13
M001052,P014,IN,79,2025-03-16
M001053,P094,OUT,40,2025-10-09
M001054,P072,OUT,147,2025-08-25
M001055,P070,IN,61,2026-02-16
M001056,P050,OUT,56,2025-08-07
M001057,P077,OUT,200,2025-11-29
M001058,P006,OUT,176,2026-02-05
M001059,P059,IN,120,2026-01-20
M001060,P090,IN,158,2025-08-18
M001061,P021,OUT,183,2025-04-04
M001062,P059,IN,134,2025-05-13
M001063,P010,IN,90,2025-06-03
M001064,P045,OUT,135,2025-11-19
M001065,P091,OUT,21,2025-11-19
M001066,P059,IN,53,2025-06-12
M001067,P043,IN,145,2026-02-17
M001068,P007,OUT,119,2025-03-30
M001069,P078,OUT,187,2026-01-03
M001070,P078,OUT,91,2026-01-03
M001071,P054,IN,142,2025-08-04
M001072,P035,IN,45,2026-01-28
M001073,P050,IN,50,2025-12-24
M001074,P008,OUT,1,2026-01-26
M001075,P066,IN,78,2025-11-06
M001076,P054,OUT,144,2025-10-19
M001077,P082,IN,124,2025-07-26
M001078,P079,OUT,83,2025-12-14
M001079,P033,OUT,45,2025-07-04
M001080,P010,OUT,54,2025-06-01
M001081,P001,IN,191,2025-03-31
M001082,P021,IN,6,2025-12-25
M001083,P025,OUT,25,2025-12-30
M001084,P008,OUT,70,2025-05-02
M001085,P065,IN,136,2025-07-23
M001086,P069,OUT,152,2025-10-27
M001087,P091,IN,26,2026-02-14
M001088,P077,OUT,120,2025-10-27
M001089,P075,OUT,164,2026-01-22
M001090,P095,OUT,87,2025-10-07
M001091,P072,IN,78,2026-03-09
M001092,P085,OUT,91,2025-07-06
M001093,P084,IN,155,2025-09-01
M001094,P045,OUT,118,2025-04-16
M001095,P017,IN,47,2025-04-17
M001096,P052,OUT,186,2025-10-03
M001097,P060,OUT,114,2025-12-07
M001098,P038,IN,198,2026-02-07
M001099,P050,OUT,40,2025-06-21
M001100,P030,IN,131,2025-04-01
M001101,P079,IN,104,2026-01-19
M001102,P095,IN,121,2025-07-19
M001103,P071,OUT,102,2025-06-14
M001104,P059,IN,160,2025-11-01
M001105,P069,IN,133,2025-10-29
M001106,P040,OUT,59,2025-07-25
M001107,P012,OUT,21,2025-07-14
M001108,P009,OUT,57,2025-10-09
M001109,P010,OUT,169,2025-04-06
M001110,P010,OUT,159,2025-12-23
M001111,P003,IN,136,2025-04-10
M001112,P012,IN,181,2025-07-18
M001113,P081,IN,117,2025-03-23
M001114,P018,OUT,147,2026-02-04
M001115,P052,OUT,108,2025-04-30
M001116,P068,IN,170,2025-05-02
M001117,P065,OUT,70,2025-04-25
M001118,P072,IN,10,2025-03-11
M001119,P088,IN,64,2025-10-01
M001120,P064,OUT,14,2026-01-28
M001121,P039,OUT,76,2025-09-28
M001122,P019,OUT,8,2026-01-26
M001123,P057,IN,18,2025-06-12
M001124,P055,IN,60,2025-04-11
M001125,P001,OUT,142,2025-11-19
M001126,P014,OUT,150,2025-07-01
M001127,P032,OUT,152,2025-12-04
M001128,P041,OUT,16,2025-05-15
M001129,P082,IN,131,2025-04-17
M001130,P036,IN,76,2025-07-02
M001131,P026,OUT,197,2025-04-15
M001132,P062,OUT,164,2025-03-13
M001133,P016,OUT,45,2025-07-29
M001134,P047,IN,46,2025-05-30
M001135,P076,OUT,25,2025-09-21
M001136,P017,IN,125,2025-11-05
M001137,P046,OUT,87,2025-09-23
M001138,P075,OUT,74,2025-11-07
M001139,P025,IN,75,2025-08-22
M001140,P014,IN,131,2025-05-24
M001141,P018,OUT,135,2025-03-15
M001142,P054,OUT,44,2025-08-27
M001143,P046,IN,179,2025-07-20
M001144,P002,OUT,56,2025-06-22
M001145,P018,OUT,10,2025-03-18
M001146,P006,IN,89,2025-10-28
M001147,P026,IN,72,2025-11-28
M001148,P076,OUT,55,2025-09-25
M001149,P020,OUT,39,2026-01-21
M001150,P063,OUT,112,2025-03-31
M001151,P025,OUT,188,2025-12-10
M001152,P083,IN,186,2025-08-08
M001153,P090,IN,24,2025-04-12
M001154,P086,OUT,118,2025-10-21
M001155,P099,OUT,141,2025-09-26
M001156,P091,OUT,62,2025-05-28
M001157,P082,IN,110,2025-08-28
M001158,P065,OUT,99,2025-07-31
M001159,P030,OUT,116,2025-04-18
M001160,P054,OUT,185,2025-10-25
M001161,P064,IN,74,2025-09-07
M001162,P023,IN,82,2025-06-23
M001163,P084,IN,187,2025-05-31
M001164,P009,OUT,172,2025-04-13
M001165,P066,IN,199,2025-12-21
M001166,P084,IN,94,2025-10-13
M001167,P052,IN,159,2025-05-15
M001168,P065,OUT,87,2026-02-11
M001169,P028,OUT,97,2025-06-15
M001170,P095,OUT,72,2025-04-26
M001171,P088,OUT,63,2025-11-24
M001172,P040,OUT,21,2025-04-29
M001173,P017,OUT,117,2025-12-22
M001174,P095,IN,150,2025-07-09
M001175,P084,OUT,19,2025-08-28
M001176,P038,OUT,58,2025-08-20
M001177,P081,OUT,197,2025-03-12
M001178,P090,OUT,138,2025-07-06
M001179,P024,IN,125,2025-03-30
M001180,P002,OUT,155,2025-05-07
M001181,P033,OUT,200,2025-12-14
M001182,P035,IN,71,2025-10-19
M001183,P098,OUT,139,2026-01-04
M001184,P100,IN,18,2026-02-15
M001185,P007,OUT,53,2026-01-11
M001186,P038,OUT,177,2026-01-25
M001187,P013,IN,93,2026-01-04
M001188,P049,OUT,117,2025-05-20
M001189,P025,IN,121,2026-02-04
M001190,P099,IN,129,2025-09-20
M001191,P086,IN,183,2025-06-25
M001192,P012,OUT,36,2025-04-16
M001193,P063,OUT,84,2026-01-20
M001194,P059,IN,184,2025-03-24
M001195,P048,IN,199,2025-09-13
M001196,P023,OUT,187,2025-07-19
M001197,P020,OUT,125,2026-01-11
M001198,P039,OUT,143,2026-01-15
M001199,P097,OUT,146,2025-08-27
M001200,P098,OUT,168,2026-01-25
M001201,P041,OUT,12,2025-06-05
M001202,P049,IN,168,2025-05-01
M001203,P002,OUT,178,2025-08-31
M001204,P014,IN,42,2026-03-01
M001205,P087,OUT,97,2025-05-31
M001206,P047,IN,95,2025-08-10
M001207,P058,OUT,101,2025-10-18
M001208,P061,IN,86,2025-08-12
M001209,P100,IN,166,2025-06-01
M001210,P010,OUT,44,2025-09-29
M001211,P067,OUT,6,2025-06-29
M001212,P098,OUT,105,2026-01-17
M001213,P054,IN,57,2026-02-23
M001214,P074,OUT,129,2025-04-21
M001215,P005,OUT,91,2025-04-17
M001216,P050,IN,61,2025-12-19
M001217,P055,IN,156,2025-05-10
M001218,P064,IN,159,2026-01-28
M001219,P053,OUT,115,2025-07-17
M001220,P041,OUT,164,2025-12-02
M001221,P059,IN,50,2026-01-03
M001222,P099,IN,117,2025-08-14
M001223,P096,OUT,104,2025-12-11
M001224,P002,IN,112,2025-11-01
M001225,P060,OUT,84,2025-10-31
M001226,P015,IN,144,2025-05-28
M001227,P082,OUT,192,2025-05-13
M001228,P065,OUT,2,2025-04-22
M001229,P004,OUT,94,2025-07-18
M001230,P073,IN,129,2025-10-17
M001231,P063,IN,156,2025-12-22
M001232,P057,OUT,15,2025-09-05
M001233,P045,OUT,58,2026-01-11
M001234,P009,OUT,168,2025-08-31
M001235,P014,OUT,51,2026-03-03
M001236,P032,IN,200,2026-01-05
M001237,P050,IN,159,2025-09-29
M001238,P007,IN,117,2026-03-01
M001239,P037,OUT,119,2026-02-11
M001240,P098,OUT,10,2026-01-03
M001241,P011,IN,54,2025-10-25
M001242,P014,IN,93,2026-02-05
M001243,P084,OUT,158,2025-06-13
M001244,P072,IN,79,2025-10-10
M001245,P001,OUT,65,2026-03-06
M001246,P039,OUT,147,2025-09-18
M001247,P055,IN,73,2025-06-24
M001248,P006,OUT,108,2025-08-17
M001249,P049,OUT,120,2026-02-21
M001250,P073,IN,137,2025-12-12
M001251,P086,IN,55,2025-08-22
M001252,P042,OUT,165,2026-01-09
M001253,P041,OUT,103,2025-10-15
M001254,P061,OUT,83,2025-10-21
M001255,P027,IN,130,2025-06-22
M001256,P014,OUT,130,2025-10-19
M001257,P100,OUT,18,2025-10-14
M001258,P100,IN,199,2025-11-07
M001259,P042,OUT,179,2025-10-16
M001260,P031,IN,172,2025-04-18
M001261,P034,OUT,36,2025-07-01
M001262,P018,IN,40,2025-04-18
M001263,P073,IN,187,2025-12-01
M001264,P091,OUT,67,2025-11-22
M001265,P094,IN,99,2025-11-14
M001266,P100,IN,103,2025-12-31
M001267,P009,OUT,88,2025-06-20
M001268,P042,OUT,29,2025-09-11
M001269,P089,IN,154,2026-01-31
M001270,P044,OUT,69,2025-08-10
M001271,P071,IN,169,2025-05-19
M001272,P089,IN,173,2025-09-03
M001273,P096,OUT,15,2025-05-17
M001274,P031,OUT,77,2026-01-27
M001275,P005,IN,12,2026-02-05
M001276,P027,IN,142,2026-02-20
M001277,P027,IN,99,2026-02-13
M001278,P053,IN,108,2025-12-15
M001279,P099,IN,191,2025-05-09
M001280,P087,IN,52,2026-01-14
M001281,P011,IN,28,2025-11-05
M001282,P040,OUT,178,2026-03-08
M001283,P021,OUT,43,2025-07-15
M001284,P098,IN,113,2025-06-20
M001285,P021,OUT,54,2026-01-27
M001286,P067,IN,2,2025-05-12
M001287,P024,IN,194,2025-06-03
M001288,P037,OUT,167,2026-01-01
M001289,P092,OUT,145,2025-07-16
M001290,P057,IN,62,2025-08-20
M001291,P087,IN,69,2025-09-19
M001292,P052,OUT,169,2025-05-15
M001293,P094,OUT,90,2025-03-18
M001294,P077,IN,86,2025-09-04
M001295,P068,IN,192,2025-09-13
M001296,P082,IN,181,2025-03-16
M001297,P069,IN,99,2026-02-20
M001298,P034,IN,125,2025-12-10
M001299,P011,OUT,62,2025-04-04
M001300,P004,OUT,197,2025-12-12
M001301,P056,IN,80,2026-01-13
M001302,P099,IN,39,2026-01-10
M001303,P091,OUT,162,2026-02-27
M001304,P057,IN,166,2025-07-03
M001305,P098,IN,31,2025-12-05
M001306,P002,IN,32,2025-10-13
M001307,P040,IN,66,2025-09-14
M001308,P058,OUT,90,2025-08-02
M001309,P048,OUT,140,2025-09-18
M001310,P084,IN,98,2025-07-28
M001311,P096,IN,113,2025-07-06
M001312,P002,OUT,109,2025-12-03
M001313,P038,OUT,11,2025-10-29
M001314,P039,IN,107,2025-12-16
M001315,P063,OUT,144,2025-06-29
M001316,P074,IN,123,2025-12-28
M001317,P016,OUT,130,2026-01-29
M001318,P004,IN,102,2025-07-04
M001319,P064,OUT,57,2025-10-30
M001320,P018,OUT,69,2025-11-06
M001321,P100,OUT,144,2026-02-24
M001322,P062,OUT,198,2025-08-04
M001323,P021,OUT,57,2025-03-29
M001324,P033,IN,12,2025-12-29
M001325,P086,IN,76,2025-04-29
M001326,P041,OUT,198,2025-10-14
M001327,P079,OUT,185,2025-11-09
M001328,P039,IN,153,2025-04-27
M001329,P042,IN,149,2026-02-27
M001330,P097,IN,162,2025-06-23
M001331,P087,IN,146,2025-03-19
M001332,P018,OUT,130,2025-11-10
M001333,P037,OUT,42,2025-04-26
M001334,P076,OUT,124,2026-01-13
M001335,P076,IN,107,2026-01-24
M001336,P077,OUT,7,2025-08-31
M001337,P083,IN,149,2025-04-29
M001338,P068,OUT,45,2025-09-05
M001339,P001,OUT,29,2025-05-05
M001340,P077,OUT,44,2025-05-06
M001341,P078,IN,41,2025-09-13
M001342,P022,IN,100,2025-03-12
M001343,P014,IN,180,2025-10-30
M001344,P099,OUT,70,2025-11-22
M001345,P048,OUT,52,2025-09-18
M001346,P027,IN,128,2025-10-18
M001347,P098,IN,76,2025-09-10
M001348,P061,OUT,16,2025-07-06
M001349,P063,IN,29,2025-09-13
M001350,P059,IN,54,2025-12-28
M001351,P044,IN,85,2025-11-15
M001352,P025,IN,156,2025-08-24
M001353,P033,IN,49,2025-07-08
M001354,P074,IN,52,2025-06-23
M001355,P015,OUT,27,2026-02-14
M001356,P087,OUT,192,2026-01-19
M001357,P092,IN,62,2025-08-05
M001358,P038,OUT,9,2025-11-04
M001359,P038,OUT,73,2025-06-23
M001360,P074,OUT,127,2025-06-24
M001361,P054,OUT,102,2025-07-07
M001362,P002,IN,109,2025-05-19
M001363,P055,IN,148,2025-10-16
M001364,P037,OUT,37,2025-03-24
M001365,P014,OUT,80,2026-03-07
M001366,P085,IN,14,2025-03-18
M001367,P098,OUT,99,2026-02-03
M001368,P027,IN,64,2025-06-17
M001369,P067,IN,165,2025-07-11
M001370,P034,IN,89,2026-01-28
M001371,P004,IN,169,2025-04-06
M001372,P047,IN,151,2026-01-24
M001373,P024,IN,162,2025-09-27
M001374,P068,OUT,45,2026-02-27
M001375,P038,IN,183,2025-11-04
M001376,P095,IN,73,2025-06-08
M001377,P001,OUT,150,2025-06-03
M001378,P044,IN,168,2026-01-08
M001379,P042,IN,84,2025-08-31
M001380,P023,IN,87,2025-07-08
M001381,P002,IN,118,2025-11-15
M001382,P021,OUT,35,2025-07-27
M001383,P026,IN,63,2026-02-20
M001384,P038,IN,93,2025-05-19
M001385,P073,OUT,172,2025-12-14
M001386,P079,IN,39,2025-11-11
M001387,P009,IN,137,2025-04-16
M001388,P059,OUT,58,2025-06-03
M001389,P062,IN,181,2025-08-01
M001390,P010,IN,191,2026-02-03
M001391,P019,OUT,12,2025-06-03
M001392,P051,OUT,196,2025-12-27
M001393,P012,OUT,142,2025-03-14
M001394,P010,OUT,148,2026-03-03
M001395,P037,IN,114,2025-12-01
M001396,P017,OUT,177,2025-09-16
M001397,P085,OUT,18,2026-02-06
M001398,P077,OUT,64,2025-03-18
M001399,P087,OUT,118,2025-06-27
M001400,P092,OUT,82,2025-11-10
M001401,P047,IN,35,2025-07-01
M001402,P056,IN,18,2026-01-12
M001403,P008,IN,41,2025-08-08
M001404,P011,IN,43,2025-08-16
M001405,P091,OUT,188,2025-07-23
